dataset; method; num_of_feat; num_of_elems; accuracy; balanced_acc; precision; recall; f1_score; tpr_fpr_tnr; matrix
abalone-3_vs_11.dat; NO SELECTION; 8; 502; 0.9844621513944223; 0.9569923593424403; 0.52; 0.9285714285714285; 0.6666666666666667; (0.9285714285714285,0.014586709886547814,0.9854132901134522); [[3.9,3.6],[0.3,243.2]]
abalone-3_vs_11.dat; ANOVA; 3; 502; 1.0; 1.0; 1.0; 1.0; 1.0; (1.0,0.0,1.0); [[7.5,0.],[0.,243.5]]
abalone-3_vs_11.dat; RELIEF; 3; 502; 0.9968127490039841; 0.9518072289156626; 1.0; 0.9036144578313252; 0.9493670886075949; (0.9036144578313252,0.0,1.0); [[7.5,0.],[0.8,242.7]]
abalone-3_vs_11.dat; INFORATION GAIN; 3; 502; 1.0; 1.0; 1.0; 1.0; 1.0; (1.0,0.0,1.0); [[7.5,0.],[0.,243.5]]
abalone-3_vs_11.dat; CHI SQUARE; 3; 502; 1.0; 1.0; 1.0; 1.0; 1.0; (1.0,0.0,1.0); [[7.5,0.],[0.,243.5]]
abalone-3_vs_11.dat; CORRELATION COEF; 3; 502; 0.999203187250996; 0.987012987012987; 1.0; 0.974025974025974; 0.9868421052631579; (0.974025974025974,0.0,1.0); [[7.500e+00,0.000e+00],[2.000e-01,2.433e+02]]
flare-F.dat; NO SELECTION; 11; 1066; 0.9590994371482175; 0.47981978599587005; 0.0; 0.0; 0.0; (0.0,0.040360428008259806,0.9596395719917401); [[0.000e+00,2.150e+01],[3.000e-01,5.112e+02]]
flare-F.dat; ANOVA; 3; 1066; 0.9602251407129456; 0.7665958076581547; 0.05581395348837209; 0.5714285714285714; 0.10169491525423727; (0.5714285714285714,0.0382369561122622,0.9617630438877379); [[1.2,20.3],[0.9,510.6]]
flare-F.dat; RELIEF; 3; 1066; 0.9596622889305815; 0.4798311444652908; 0.0; 0.0; 0.0; (0.0,0.040337711069418386,0.9596622889305816); [[0.,21.5],[0.,511.5]]
flare-F.dat; INFORATION GAIN; 3; 1066; 0.9596622889305815; 0.4798311444652908; 0.0; 0.0; 0.0; (0.0,0.040337711069418386,0.9596622889305816); [[0.,21.5],[0.,511.5]]
flare-F.dat; CHI SQUARE; 3; 1066; 0.9583489681050656; 0.5708865302773932; 0.009302325581395349; 0.18181818181818182; 0.017699115044247787; (0.18181818181818182,0.04004512126339538,0.9599548787366047); [[2.000e-01,2.130e+01],[9.000e-01,5.106e+02]]
flare-F.dat; CORRELATION COEF; 3; 1066; 0.9596622889305815; 0.4798311444652908; 0.0; 0.0; 0.0; (0.0,0.040337711069418386,0.9596622889305816); [[0.,21.5],[0.,511.5]]
winequality-white-3_vs_7.dat; NO SELECTION; 11; 900; 0.9777777777777776; 0.4888888888888889; 0.0; 0.0; 0.0; (0.0,0.022222222222222223,0.9777777777777777); [[0.,10.],[0.,440.]]
winequality-white-3_vs_7.dat; ANOVA; 3; 900; 0.9777777777777776; 0.4888888888888889; 0.0; 0.0; 0.0; (0.0,0.022222222222222223,0.9777777777777777); [[0.,10.],[0.,440.]]
winequality-white-3_vs_7.dat; RELIEF; 3; 900; 0.9777777777777776; 0.4888888888888889; 0.0; 0.0; 0.0; (0.0,0.022222222222222223,0.9777777777777777); [[0.,10.],[0.,440.]]
winequality-white-3_vs_7.dat; INFORATION GAIN; 3; 900; 0.9777777777777776; 0.4888888888888889; 0.0; 0.0; 0.0; (0.0,0.022222222222222223,0.9777777777777777); [[0.,10.],[0.,440.]]
winequality-white-3_vs_7.dat; CHI SQUARE; 3; 900; 0.9777777777777776; 0.4888888888888889; 0.0; 0.0; 0.0; (0.0,0.022222222222222223,0.9777777777777777); [[0.,10.],[0.,440.]]
winequality-white-3_vs_7.dat; CORRELATION COEF; 3; 900; 0.9777777777777776; 0.4888888888888889; 0.0; 0.0; 0.0; (0.0,0.022222222222222223,0.9777777777777777); [[0.,10.],[0.,440.]]
winequality-red-8_vs_6.dat; NO SELECTION; 11; 656; 0.972560975609756; 0.48628048780487804; 0.0; 0.0; 0.0; (0.0,0.027439024390243903,0.9725609756097561); [[0.,9.],[0.,319.]]
winequality-red-8_vs_6.dat; ANOVA; 3; 656; 0.972560975609756; 0.48628048780487804; 0.0; 0.0; 0.0; (0.0,0.027439024390243903,0.9725609756097561); [[0.,9.],[0.,319.]]
winequality-red-8_vs_6.dat; RELIEF; 3; 656; 0.972560975609756; 0.48628048780487804; 0.0; 0.0; 0.0; (0.0,0.027439024390243903,0.9725609756097561); [[0.,9.],[0.,319.]]
winequality-red-8_vs_6.dat; INFORATION GAIN; 3; 656; 0.972560975609756; 0.48628048780487804; 0.0; 0.0; 0.0; (0.0,0.027439024390243903,0.9725609756097561); [[0.,9.],[0.,319.]]
winequality-red-8_vs_6.dat; CHI SQUARE; 3; 656; 0.972560975609756; 0.48628048780487804; 0.0; 0.0; 0.0; (0.0,0.027439024390243903,0.9725609756097561); [[0.,9.],[0.,319.]]
winequality-red-8_vs_6.dat; CORRELATION COEF; 3; 656; 0.972560975609756; 0.48628048780487804; 0.0; 0.0; 0.0; (0.0,0.027439024390243903,0.9725609756097561); [[0.,9.],[0.,319.]]
kddcup-land_vs_satan.dat; NO SELECTION; 41; 1610; 0.9970186335403726; 0.9069767441860466; 1.0; 0.813953488372093; 0.8974358974358974; (0.813953488372093,0.0,1.0); [[10.5,0.],[2.4,792.1]]
kddcup-land_vs_satan.dat; ANOVA; 3; 1610; 0.9980124223602485; 0.9338842975206612; 1.0; 0.8677685950413223; 0.9292035398230089; (0.8677685950413223,0.0,1.0); [[10.5,0.],[1.6,792.9]]
kddcup-land_vs_satan.dat; RELIEF; 3; 1610; 0.7763975155279503; 0.5275590551181102; 1.0; 0.05511811023622047; 0.10447761194029852; (0.05511811023622047,0.0,1.0); [[10.5,0.],[180.,614.5]]
kddcup-land_vs_satan.dat; INFORATION GAIN; 3; 1610; 0.9980124223602485; 0.9338842975206612; 1.0; 0.8677685950413223; 0.9292035398230089; (0.8677685950413223,0.0,1.0); [[10.5,0.],[1.6,792.9]]
kddcup-land_vs_satan.dat; CHI SQUARE; 3; 1610; 0.9977639751552795; 0.9988697726987317; 0.8285714285714285; 1.0; 0.90625; (1.0,0.0022604546025367326,0.9977395453974633); [[8.7,1.8],[0.,794.5]]
kddcup-land_vs_satan.dat; CORRELATION COEF; 3; 1610; 0.9947826086956522; 0.9973707274320771; 0.6; 1.0; 0.7499999999999999; (1.0,0.0052585451358457495,0.9947414548641542); [[6.3,4.2],[0.,794.5]]
abalone-21_vs_8.dat; NO SELECTION; 8; 581; 0.9759035430738239; 0.4879518072289157; 0.0; 0.0; 0.0; (0.0,0.024096385542168676,0.9759036144578314); [[0.,7.],[0.,283.5]]
abalone-21_vs_8.dat; ANOVA; 3; 581; 0.9759035430738239; 0.7382799034815581; 0.028571428571428574; 0.5; 0.05405405405405406; (0.5,0.02344019303688383,0.9765598069631162); [[2.000e-01,6.800e+00],[2.000e-01,2.833e+02]]
abalone-21_vs_8.dat; RELIEF; 3; 581; 0.9776241260812892; 0.9887931034482759; 0.07142857142857142; 1.0; 0.13333333333333333; (1.0,0.022413793103448276,0.9775862068965517); [[0.5,6.5],[0.,283.5]]
abalone-21_vs_8.dat; INFORATION GAIN; 3; 581; 0.9796883517004383; 0.9898064961990325; 0.15714285714285717; 1.0; 0.271604938271605; (1.0,0.020387007601935042,0.979612992398065); [[1.1,5.9],[0.,283.5]]
abalone-21_vs_8.dat; CHI SQUARE; 3; 581; 0.9762471856855077; 0.9881198347107438; 0.014285714285714287; 1.0; 0.028169014084507046; (1.0,0.0237603305785124,0.9762396694214877); [[1.000e-01,6.900e+00],[0.000e+00,2.835e+02]]
abalone-21_vs_8.dat; CORRELATION COEF; 3; 581; 0.9759035430738239; 0.4879518072289157; 0.0; 0.0; 0.0; (0.0,0.024096385542168676,0.9759036144578314); [[0.,7.],[0.,283.5]]
kr-vs-k-zero-one_vs_draw.dat; NO SELECTION; 6; 2901; 0.9879353121509542; 0.9688683615357366; 0.7047619047619048; 0.9487179487179487; 0.8087431693989072; (0.9487179487179487,0.010981225646475381,0.9890187743535246); [[37.,15.5],[2.,1396.]]
kr-vs-k-zero-one_vs_draw.dat; ANOVA; 3; 2901; 0.9788349533021222; 0.8963507777021255; 0.5428571428571428; 0.8096590909090908; 0.6499429874572406; (0.8096590909090908,0.016957535504839964,0.9830424644951601); [[28.5,24.],[6.7,1391.3]]
kr-vs-k-zero-one_vs_draw.dat; RELIEF; 3; 2901; 0.9873144799068418; 0.955103756238508; 0.7104761904761904; 0.9209876543209876; 0.8021505376344085; (0.9209876543209876,0.01078014184397163,0.9892198581560283); [[37.3,15.2],[3.2,1394.8]]
kr-vs-k-zero-one_vs_draw.dat; INFORATION GAIN; 3; 2901; 0.9811787827657501; 0.8632534567993573; 0.7485714285714286; 0.7359550561797753; 0.7422096317280452; (0.7359550561797753,0.009448142581060767,0.9905518574189393); [[39.3,13.2],[14.1,1383.9]]
kr-vs-k-zero-one_vs_draw.dat; CHI SQUARE; 3; 2901; 0.9793172841559924; 0.8458577256974062; 0.7466666666666667; 0.701252236135957; 0.7232472324723246; (0.701252236135957,0.009536784741144414,0.9904632152588556); [[39.2,13.3],[16.7,1381.3]]
kr-vs-k-zero-one_vs_draw.dat; CORRELATION COEF; 3; 2901; 0.9760779961500987; 0.831722691576452; 0.6495238095238095; 0.6765873015873015; 0.662779397473275; (0.6765873015873015,0.013141918434397541,0.9868580815656024); [[34.1,18.4],[16.3,1381.7]]
poker-8_vs_6.dat; NO SELECTION; 10; 1477; 0.9884906359212442; 0.4942450914014895; 0.0; 0.0; 0.0; (0.0,0.011509817197020988,0.988490182802979); [[0.,8.5],[0.,730.]]
poker-8_vs_6.dat; ANOVA; 3; 1477; 0.9884906359212442; 0.4942450914014895; 0.0; 0.0; 0.0; (0.0,0.011509817197020988,0.988490182802979); [[0.,8.5],[0.,730.]]
poker-8_vs_6.dat; RELIEF; 3; 1477; 0.9884906359212442; 0.4942450914014895; 0.0; 0.0; 0.0; (0.0,0.011509817197020988,0.988490182802979); [[0.,8.5],[0.,730.]]
poker-8_vs_6.dat; INFORATION GAIN; 3; 1477; 0.9884906359212442; 0.4942450914014895; 0.0; 0.0; 0.0; (0.0,0.011509817197020988,0.988490182802979); [[0.,8.5],[0.,730.]]
poker-8_vs_6.dat; CHI SQUARE; 3; 1477; 0.9884906359212442; 0.4942450914014895; 0.0; 0.0; 0.0; (0.0,0.011509817197020988,0.988490182802979); [[0.,8.5],[0.,730.]]
poker-8_vs_6.dat; CORRELATION COEF; 3; 1477; 0.9884906359212442; 0.4942450914014895; 0.0; 0.0; 0.0; (0.0,0.011509817197020988,0.988490182802979); [[0.,8.5],[0.,730.]]
winequality-white-9_vs_4.dat; NO SELECTION; 11; 168; 0.9702380952380951; 0.4851190476190476; 0.0; 0.0; 0.0; (0.0,0.02976190476190476,0.9702380952380952); [[0.,2.5],[0.,81.5]]
winequality-white-9_vs_4.dat; ANOVA; 3; 168; 0.9702380952380951; 0.4851190476190476; 0.0; 0.0; 0.0; (0.0,0.02976190476190476,0.9702380952380952); [[0.,2.5],[0.,81.5]]
winequality-white-9_vs_4.dat; RELIEF; 3; 168; 0.9702380952380951; 0.4851190476190476; 0.0; 0.0; 0.0; (0.0,0.02976190476190476,0.9702380952380952); [[0.,2.5],[0.,81.5]]
winequality-white-9_vs_4.dat; INFORATION GAIN; 3; 168; 0.9702380952380951; 0.4851190476190476; 0.0; 0.0; 0.0; (0.0,0.02976190476190476,0.9702380952380952); [[0.,2.5],[0.,81.5]]
winequality-white-9_vs_4.dat; CHI SQUARE; 3; 168; 0.9702380952380951; 0.4851190476190476; 0.0; 0.0; 0.0; (0.0,0.02976190476190476,0.9702380952380952); [[0.,2.5],[0.,81.5]]
winequality-white-9_vs_4.dat; CORRELATION COEF; 3; 168; 0.9702380952380951; 0.4851190476190476; 0.0; 0.0; 0.0; (0.0,0.02976190476190476,0.9702380952380952); [[0.,2.5],[0.,81.5]]
kr-vs-k-zero_vs_fifteen.dat; NO SELECTION; 6; 2193; 0.9943458104052857; 0.9971538744032318; 0.5407407407407407; 1.0; 0.7019230769230769; (1.0,0.005692251193536541,0.9943077488064634); [[7.3,6.2],[0.,1083.]]
kr-vs-k-zero_vs_fifteen.dat; ANOVA; 3; 2193; 0.9969002222384871; 0.9984351988217968; 0.7481481481481481; 1.0; 0.8559322033898306; (1.0,0.00312960235640648,0.9968703976435934); [[10.1,3.4],[0.,1083.]]
kr-vs-k-zero_vs_fifteen.dat; RELIEF; 3; 2193; 0.9918837206981215; 0.9590678112811739; 0.37037037037037035; 0.9259259259259258; 0.5291005291005291; (0.9259259259259258,0.007790303363578041,0.992209696636422); [[5.0000e+00,8.5000e+00],[4.0000e-01,1.0826e+03]]
kr-vs-k-zero_vs_fifteen.dat; INFORATION GAIN; 3; 2193; 0.9969002222384871; 0.9984351988217968; 0.7481481481481481; 1.0; 0.8559322033898306; (1.0,0.00312960235640648,0.9968703976435934); [[10.1,3.4],[0.,1083.]]
kr-vs-k-zero_vs_fifteen.dat; CHI SQUARE; 3; 2193; 0.9943456440591127; 0.9971538744032318; 0.5407407407407407; 1.0; 0.7019230769230769; (1.0,0.005692251193536541,0.9943077488064634); [[7.3,6.2],[0.,1083.]]
kr-vs-k-zero_vs_fifteen.dat; CORRELATION COEF; 3; 2193; 0.9954403682238887; 0.9977022058823529; 0.6296296296296297; 1.0; 0.7727272727272727; (1.0,0.004595588235294118,0.9954044117647058); [[8.5,5.],[0.,1083.]]
kr-vs-k-three_vs_eleven.dat; NO SELECTION; 6; 2935; 0.9966610109047547; 0.9929332773298953; 0.8888888888888888; 0.989010989010989; 0.9362808842652796; (0.989010989010989,0.003144434351198379,0.9968555656488016); [[3.6000e+01,4.5000e+00],[4.0000e-01,1.4266e+03]]
kr-vs-k-three_vs_eleven.dat; ANOVA; 3; 2935; 0.9957750808430337; 0.98568329168081; 0.8691358024691359; 0.9750692520775623; 0.9190600522193212; (0.9750692520775623,0.0037026687159424343,0.9962973312840576); [[3.5200e+01,5.3000e+00],[9.0000e-01,1.4261e+03]]
kr-vs-k-three_vs_eleven.dat; RELIEF; 3; 2935; 0.9893703716086325; 0.9078082003003549; 0.7851851851851852; 0.821705426356589; 0.8030303030303031; (0.821705426356589,0.006089025755879059,0.9939109742441209); [[31.8,8.7],[6.9,1420.1]]
kr-vs-k-three_vs_eleven.dat; INFORATION GAIN; 3; 2935; 0.9982963062023925; 0.9991255683805527; 0.9382716049382716; 1.0; 0.9681528662420382; (1.0,0.0017488632388947185,0.9982511367611053); [[38.,2.5],[0.,1427.]]
kr-vs-k-three_vs_eleven.dat; CHI SQUARE; 3; 2935; 0.9957753130171678; 0.980672255695016; 0.8790123456790124; 0.964769647696477; 0.9198966408268735; (0.964769647696477,0.0034251363064448483,0.9965748636935551); [[3.5600e+01,4.9000e+00],[1.3000e+00,1.4257e+03]]
kr-vs-k-three_vs_eleven.dat; CORRELATION COEF; 3; 2935; 0.9955708140396629; 0.9816647610652223; 0.8691358024691359; 0.9670329670329669; 0.9154746423927179; (0.9670329670329669,0.003703444902522535,0.9962965550974775); [[3.5200e+01,5.3000e+00],[1.2000e+00,1.4258e+03]]
poker-8-9_vs_5.dat; NO SELECTION; 10; 2075; 0.9879520366850425; 0.4939759036144578; 0.0; 0.0; 0.0; (0.0,0.012048192771084338,0.9879518072289156); [[0.,12.5],[0.,1025.]]
poker-8-9_vs_5.dat; ANOVA; 3; 2075; 0.9879520366850425; 0.4939759036144578; 0.0; 0.0; 0.0; (0.0,0.012048192771084338,0.9879518072289156); [[0.,12.5],[0.,1025.]]
poker-8-9_vs_5.dat; RELIEF; 3; 2075; 0.9879520366850425; 0.4939759036144578; 0.0; 0.0; 0.0; (0.0,0.012048192771084338,0.9879518072289156); [[0.,12.5],[0.,1025.]]
poker-8-9_vs_5.dat; INFORATION GAIN; 3; 2075; 0.9879520366850425; 0.4939759036144578; 0.0; 0.0; 0.0; (0.0,0.012048192771084338,0.9879518072289156); [[0.,12.5],[0.,1025.]]
poker-8-9_vs_5.dat; CHI SQUARE; 3; 2075; 0.9879520366850425; 0.4939759036144578; 0.0; 0.0; 0.0; (0.0,0.012048192771084338,0.9879518072289156); [[0.,12.5],[0.,1025.]]
poker-8-9_vs_5.dat; CORRELATION COEF; 3; 2075; 0.9879520366850425; 0.4939759036144578; 0.0; 0.0; 0.0; (0.0,0.012048192771084338,0.9879518072289156); [[0.,12.5],[0.,1025.]]
